wallet,lamports,sol,tx_count,first_tx,last_tx,pct_of_total
C4b12NbKHeUXEJjMGt4gZbJjgrQwjDevmRGh2rceUgkM,2200000000,2.200000000,1,1730112747,1730112747,0.005552
E98YNzLxR5RcyvBbPUWjgxex6FAo9AohjAyn3bXhMe2E,2200000000,2.200000000,2,1729991396,1729996825,0.005552
7w98AU4HCvEj9HrdNcSiL5amSEDXfLosX53hkv1s86aQ,2190000000,2.190000000,3,1729928380,1730016931,0.005526
7KDziEqwR8YBgayVR82ts1UB5SgsA4xR3BswEMRfAyiG,2169000000,2.169000000,1,1730130160,1730130160,0.005473
247sBgFkzNg66ZSuzGeNeHF9KEdbgSv7NrL1EKUkmaep,2150000000,2.150000000,1,1730128196,1730128196,0.005425
FqYt1b4dyk2PkwCk1haAR4nfRSS21Fc828QgTRGkfQdo,2140000000,2.140000000,1,1730128473,1730128473,0.005400
E4hYcBnLD8H1bHcdt9MRnoAyDXXERe8my3ox5kxi41sZ,2111706425,2.111706425,2,1730128212,1730128684,0.005329
85xxjFCqrEEBXMCTjWaoP7DcqQem7PzKCUXrYtit4MKn,2100000000,2.100000000,1,1730120828,1730120828,0.005299
DRfheEtzNACwHVd88oDivJJuzq3DXF9WkQSyLQ15HX1Z,2100000000,2.100000000,1,1730131094,1730131094,0.005299
EE537Dczq5aTXeFnxsj4uV8efQYPaFUf8hA6TF8JjpY6,2100000000,2.100000000,1,1730128643,1730128643,0.005299
Fj811MzkEX44GafCwSmJB23fjxAVKkdgYBwEF7JW97e4,2100000000,2.100000000,1,1729886209,1729886209,0.005299
GpftHhM94kNC8vFfb4pot4XLzPU3mst9UQkYE5HEkwDb,2067487059,2.067487059,1,1729872686,1729872686,0.005217
9ELF8Ezjzg8tbA8gmsHhTAT5AvWyePZJUagBuVoSyN9j,2050000000,2.050000000,2,1729929627,1729930494,0.005173
CQEKYY4jobbiUWU44oFsrQJk2qH1BTFHwg9nX7GPQ874,2047306889,2.047306889,1,1730129748,1730129748,0.005166
qZ9zi3EdG7wBmYCkHWt4DmcUeHkMV8mAiMx3ABXMMZv,2025322500,2.025322500,2,1730118055,1730118095,0.005111
9K4iT2SRWw9xsDqMS5SQskFqan3v87fmL8gWXgBfdgKF,2020000000,2.020000000,2,1730094343,1730130783,0.005097
CyMjDyETy2Uoqkcg3LMcEmzSQWYwQYwRwhkkL1uBj8Wj,2020000000,2.020000000,1,1730130098,1730130098,0.005097
3wnwq7kMd5AkJPjyokvxpsCrGBatyVeUPrxooDQ8u7Ph,2016475314,2.016475314,2,1730059197,1730116898,0.005088
9v4FWH5paecjyKBaKQ9N8g9dfExFmoKoXcmK6XAb7w4n,2012000000,2.012000000,3,1729874078,1750900206,0.005077
ADkhrEWduTjEEhCUpwScXB4QSxxCpTEEjaBKosACxWW,2010000000,2.010000000,1,1730039778,1730039778,0.005072
DouKQoWGpx1RM4hYp8myiRaZtBpjZNZMRAa4jzLvTb6C,2010000000,2.010000000,2,1729882473,1730040161,0.005072
12dV66wrHiUNYZwVaKkfWFhybcad1hQfgPNvpSiGZZDr,2000000000,2.000000000,1,1730094813,1730094813,0.005047
18psFTp4yEZqgvqinzRnfx8xxPYNWqd5j1Su7TdzQUs,2000000000,2.000000000,1,1730130751,1730130751,0.005047
2339YcuPWEQQZRNZg6ENwACZeuLC2K9NDLpRSgBGDdyh,2000000000,2.000000000,1,1730042305,1730042305,0.005047
25JnQ4fLjBxmm1vgs2gQhcWNrnQxKBLHK6AmLXqg9EXq,2000000000,2.000000000,1,1729905451,1729905451,0.005047
265JKWjCy5fUVSEwo2SBjabbDa3rtrEarZWni7nYVBaM,2000000000,2.000000000,1,1729894707,1729894707,0.005047
2A5saFtMvgoZQPqy6AcsMHq1FUkJernqwHtefwWtkfjD,2000000000,2.000000000,1,1730081663,1730081663,0.005047
2ArpBCN7sAmESs9Mb8YZYa6zabftj6TEmmF36hA9C6Am,2000000000,2.000000000,2,1729904285,1730040634,0.005047
2AVA4ktQmms7bafQEbdNnD3aj4WCttgtxoJgmVKABfZ6,2000000000,2.000000000,1,1730115084,1730115084,0.005047
2DETcrXEEB6VKkv6cmWDXncs1AXupA41FL8uP7Vc12rA,2000000000,2.000000000,1,1730009421,1730009421,0.005047
2ehtZBsyMVC5xZPG9gbefPNkUTwfegvpY2wKFAG1wC3U,2000000000,2.000000000,1,1730043905,1730043905,0.005047
2GSTGzVyYgXBPcqkEVVgobVjgHj8UA8EHgnxYbgfv9G2,2000000000,2.000000000,1,1730063427,1730063427,0.005047
2kvcmpKmpZgAzyZLDBf4rPP1K8EepaCWrZGopA2WZZND,2000000000,2.000000000,1,1729982823,1729982823,0.005047
2M7o66nDM3oR8wERLNF9X1io1f1pnumhQhhK9mZoWSKN,2000000000,2.000000000,1,1730057300,1730057300,0.005047
2mf4Uk8d7FS5DYbCf2K3T24j5LuQHi148UA6WT8fcfjV,2000000000,2.000000000,1,1730017397,1730017397,0.005047
2RFfVXStfcHvzYhaGWTjZ946bEZr2JYaXhJxMgt2QdKd,2000000000,2.000000000,1,1730079068,1730079068,0.005047
2TmunKzJm4sojw8H6YoaaTdg4JPNxvJtJ1mC7t1zF6VA,2000000000,2.000000000,2,1730130623,1730131300,0.005047
2VfqVX9ALN7cWu4cm6DSzS6xgn1KkF1hPfjvgQQfsaHM,2000000000,2.000000000,1,1730126610,1730126610,0.005047
2zbpvBdXWuMfuzJc2KbHfetqr19JtJVMorLQzF5Fr2xp,2000000000,2.000000000,1,1730131062,1730131062,0.005047
33NSokegZLLNha5i4XTdfsHF6BbZHDzUHqEXN2Z477yj,2000000000,2.000000000,1,1730040629,1730040629,0.005047
343bGSt8L9QB27Womobgr5sqSEycSTSN64tzRHT6agGx,2000000000,2.000000000,1,1730130488,1730130488,0.005047
35nX4Yu9ResMm3vjmA2r2qbjDfRLa8cBpLBmt5zGNDYb,2000000000,2.000000000,1,1730128646,1730128646,0.005047
37RQkCjFnqxG2a5xxoCers4JL5BE49Y3u91jSMNrYY2H,2000000000,2.000000000,1,1730120780,1730120780,0.005047
3AhR9huh4jEr3Y354LNbeMygW2YHdLPbKYurAMCLexEZ,2000000000,2.000000000,1,1730130992,1730130992,0.005047
3BFa5Ew5CgAUzJj5vuaKHEyoY3UXxipgaJGYe3qZuGTS,2000000000,2.000000000,1,1729905871,1729905871,0.005047
3Bg4JSD5WrpkpXvYG7NwEFzMB9qW5PTw34M6wLeAuuh5,2000000000,2.000000000,1,1730041016,1730041016,0.005047
3C5TX4sSPeBKq63nQbjeHg9nMUphvdPbYJwqMB1XMxXN,2000000000,2.000000000,1,1729873291,1729873291,0.005047
3CZN78Dt3hkEETmiFNJkWax5qmjjnwv8DWFidf1W2QAX,2000000000,2.000000000,1,1730095772,1730095772,0.005047
3ECE7zQWFNmb63643xCLPVaDM9nw1Utz5Xis9ELaCf4U,2000000000,2.000000000,1,1729872350,1729872350,0.005047
3eqjP8vB4NSCPqXk3RnPyHXLLLTv3MCjdPTChFa5n8LS,2000000000,2.000000000,1,1730072740,1730072740,0.005047
3GMKXd7WCEZMLjEr23cw31jd7cX3ASGHuvFue6a9H1gN,2000000000,2.000000000,1,1730058669,1730058669,0.005047
3gzvwGcKLTcKnd7MJh13rpCwuaxy3cRz193uQ5ZBBuV6,2000000000,2.000000000,1,1730106120,1730106120,0.005047
3HyF9wrqUGY1nengD7YYwJV6wagL9zp4E1hRfzdyGusz,2000000000,2.000000000,2,1729937253,1730129213,0.005047
3iiGueGpZvFhKpxFJbMdG9BX3Bc5phz6r2XxguoSuPSQ,2000000000,2.000000000,1,1729963800,1729963800,0.005047
3j9XXF8p7gJWFoM1omULna8AoFDRaJt8oQPZo7AUNzJD,2000000000,2.000000000,1,1730118462,1730118462,0.005047
3jysfZSE2fuWw7uXoZSZNScNon2YJF64CorgkV5kNkmb,2000000000,2.000000000,1,1729986634,1729986634,0.005047
3Kq5WJZNX1ZGUNRHmaPBwcvAcNMAkGauC9Nnkc8XRQSb,2000000000,2.000000000,1,1730073887,1730073887,0.005047
3opFgqEjZGksw9xCaP968eT4L4R6aRdCeQzWLgrnanV6,2000000000,2.000000000,1,1729884730,1729884730,0.005047
3QyiJLbjGCT7YaZwBWnydiYyZhQJYuytfKw2QuCgtQky,2000000000,2.000000000,1,1729956282,1729956282,0.005047
3Tsx1UgcR4sdH6z8gw5JW9mb4JPeqHgXTf3gttdtUrv2,2000000000,2.000000000,1,1729924646,1729924646,0.005047
3wtah6MQyzn3BxKS1N2op2Y9Gh6tm8uBTTG77R1E7hme,2000000000,2.000000000,1,1729871761,1729871761,0.005047
3z8XeeSWebiuRP32HY7JdNgNR6Wk7RB5r75ajZcnuGLm,2000000000,2.000000000,1,1730130825,1730130825,0.005047
45Q9sAMhA2wHYsU6bi2qFFaxmk3msh1oZuaEi8CRU2CW,2000000000,2.000000000,1,1729971545,1729971545,0.005047
47DNBERxoViV2eivvcVunBJPV1kgGNhN11FoGDgWYrrB,2000000000,2.000000000,1,1730064999,1730064999,0.005047
4bvXku1YWsW5MYuvfyaJfi4kce9BzpHvjzxXmFoK3XWa,2000000000,2.000000000,1,1730130697,1730130697,0.005047
4D9xufExq93DVh4jz4SP8VHtxdRjbhvy6NbM4nUcT2Mk,2000000000,2.000000000,1,1729937738,1729937738,0.005047
4dFTv3ziQcNJUETSD9G59QQcgDGconqQy8nBRhEt1MUz,2000000000,2.000000000,1,1730094758,1730094758,0.005047
4e8YpNvRJ1xJktVKXHKPRRrYgs3VtTZkawEnMwk1Q1kD,2000000000,2.000000000,1,1729892194,1729892194,0.005047
4fKMnoCCmmWkkjXKrJxUXGkSycAhE4AZR3BiSWW4KbMp,2000000000,2.000000000,1,1730129944,1730129944,0.005047
4g2i2SFVcdgFr7VDgyo6UZWyhJi7NTLVQzvSfAdktPps,2000000000,2.000000000,1,1729946380,1729946380,0.005047
4igcqjbDjeZoTPZsAegNzUxgUnWJzK7H5KgdJX2KxFoZ,2000000000,2.000000000,1,1729873743,1729873743,0.005047
4J48ia6wZRw3nGNvXEpb1UVKLX4aSSi3o9bvKLM2uw7e,2000000000,2.000000000,1,1730109782,1730109782,0.005047
4Kdh2uRaZ4RabrMwCxi5av66jQbBh82LdaCs6kT1GAVy,2000000000,2.000000000,2,1730032103,1730036661,0.005047
4KHWWZBcA3XyNyWjGn8umJy7BaN2HhQAA4mHwUriMACU,2000000000,2.000000000,1,1730055116,1730055116,0.005047
4Lx36jJqGnt5Ps8G6fWGJrcQCEEApVu6na2ipZFpvkiD,2000000000,2.000000000,2,1730131097,1730131138,0.005047
4nGGnLFnFmfZjkmmWpYvxke9PtMjeDMqrVL3QUdXyxbx,2000000000,2.000000000,1,1730115090,1730115090,0.005047
4Qncs1RodHg9hHXQH3V3MfZfL37jV736JKCz1X11onQF,2000000000,2.000000000,1,1730037418,1730037418,0.005047
4SSQHqRrgDrSSwrks3Bvy9yez98sHeu31sWhd4RjZGmb,2000000000,2.000000000,1,1730130409,1730130409,0.005047
4SuSpe6DyUuVMVPXeL3k8hjxoR62LFfSTQfMtmhJt4M2,2000000000,2.000000000,1,1729901610,1729901610,0.005047
4uEAqjQPKRXP2vKhChYrSMZfQYZbLcSqGEp7cJ3KYCWc,2000000000,2.000000000,1,1730034189,1730034189,0.005047
4uZLyfC5XgGBPKJYcuW4Hy5yJPNNCTRzY5w4v5CmtJiQ,2000000000,2.000000000,1,1729986079,1729986079,0.005047
4WSP8yQDao1JYuvcjSsiJJ25APaXjowzwo8ZnxRCTkN8,2000000000,2.000000000,1,1730094114,1730094114,0.005047
4WyHfsYDhPqRpcvTFoo7uxNGKA9FBmYMF1sp9xbAWCkT,2000000000,2.000000000,1,1730126391,1730126391,0.005047
52X8NXgjSUABnaXF9uLNQD91uyeVJwqeLrPoejddTHQN,2000000000,2.000000000,1,1729965019,1729965019,0.005047
54hUAmZFNnfHBsgjPT5Uz8XS5T7LaMWEZpJKfW9HNj35,2000000000,2.000000000,1,1730043909,1730043909,0.005047
56T75oTuSFDsF5MWSJGr6bSAiFLZN74WGR5yXDW2NaBk,2000000000,2.000000000,1,1729959467,1729959467,0.005047
57LiLUGepXQCY2zkwYFdtti3Daz3CP72jbmk6MDhGcFf,2000000000,2.000000000,1,1730131553,1730131553,0.005047
5cKBF1e2oKzUjpKFo8akWFdgCeWYuGVydUz5rhC6BPVV,2000000000,2.000000000,1,1729981437,1729981437,0.005047
5CSPwq3cDdrkuqwqn5pJbKCHti6mWEoZTHT3VwVAuWK2,2000000000,2.000000000,1,1730132449,1730132449,0.005047
5g9QEn8umpjHVuK7iLaA54mLYLbYfRek1EoBajC5yWWQ,2000000000,2.000000000,1,1730130894,1730130894,0.005047
5HkurZLvRBrWWPzPuRzBmhNUyTduTJuTaqCrHt2KX12f,2000000000,2.000000000,1,1730062722,1730062722,0.005047
5jkMwLCfzkWoCfjqxqeGAPB1FBaK4dL6xNA7NRUSv3mV,2000000000,2.000000000,1,1729901781,1729901781,0.005047
5KA7iei4P9RdzocwJY8NxCP7P9VjCCVzh8atrXWPefrM,2000000000,2.000000000,1,1730067407,1730067407,0.005047
5mPL9SJEFbf5KQ2KHdQzgrj1tg2qrNkq4QCJCUUBXLnB,2000000000,2.000000000,1,1730099303,1730099303,0.005047
5mVWE6XNyHXPzJEyEw2GigyVdiRdmd2iCmXkYYuhFkSY,2000000000,2.000000000,1,1730127091,1730127091,0.005047
5Pi6UniHW1iGpJNAfbBfdxGT9wvJoWxhf5qR1VknrnCP,2000000000,2.000000000,1,1729986480,1729986480,0.005047
5rff2PajB51oKkPHufswrg4ZwRXXmJdZpqjC9p85Qos4,2000000000,2.000000000,1,1730129931,1730129931,0.005047
5TqZPBeh5yc4geZnn8j6wLGb7B1mvP9NoLh9AjGVKmVK,2000000000,2.000000000,1,1730092238,1730092238,0.005047
5V7Hb2ZPNcjZpqyXKnVt1UUVcrBdbRjpzbLFDwdCcgKe,2000000000,2.000000000,1,1729972258,1729972258,0.005047
5Y5piRHxSEwRBqq8Fj5t2Ag2cWJTGb7poJLE5kQt9oET,2000000000,2.000000000,2,1730068595,1730125694,0.005047
64w5J7ZVGEtYMzr6iXjTWhjBr2cn8MWN7fcmeBFuintJ,2000000000,2.000000000,1,1730001804,1730001804,0.005047
68gvhj5sWJnzZiWxcZHA33XuAV6s63ivAs6MMWMPKVGn,2000000000,2.000000000,1,1729995872,1729995872,0.005047
68NGNTDKmmQ1TsFr2gPcQC1yXnYzGxiiKsccYvdXkMx9,2000000000,2.000000000,1,1729879663,1729879663,0.005047
6a7p5Jd9kBeYGieenDGVNEjQjMxwJjm41pRcjeFvPNqS,2000000000,2.000000000,1,1730079107,1730079107,0.005047
6AT4chFeQfdGLX7D78AKzsQDDqtNyNQjdCoz9vyu1knD,2000000000,2.000000000,2,1729906444,1729987974,0.005047
6ATi2vAgN87AWGyuxfsnNUyHt9VdbteS999EQTVfm3bU,2000000000,2.000000000,1,1729897676,1729897676,0.005047
6bCmSkFhciJmJXNoY9dK89zJZ9g2ViaXCmJbvMAhR3em,2000000000,2.000000000,1,1730043942,1730043942,0.005047
6NfU8rT3UjY4X1gqsUJZr5yEwPFucTSBtEGjrVaZ4vr2,2000000000,2.000000000,1,1730126795,1730126795,0.005047
6QmTWpqaoX1XtWedXLAg3xEe1SDGS6nDR1ifz1K4oHzv,2000000000,2.000000000,2,1729871769,1729884015,0.005047
6rD6aVaSD6TYQpKzEHEfhgzyujmiSM9RZzyXhTAKuviU,2000000000,2.000000000,1,1729970323,1729970323,0.005047
6Wf9VoQCn41iRfvzoNyDTmpHafJdLkUG9eSGHQ9ykvbu,2000000000,2.000000000,1,1730131035,1730131035,0.005047
6wxzFBtY3SoNUZQ1h26d5uMubTQpdY4RwiLQ6hVEgscE,2000000000,2.000000000,2,1730007235,1730007473,0.005047
6xb2KpeKycyNog3RJVFGowdPu314pMRhXx92JeqbFzm,2000000000,2.000000000,1,1729932577,1729932577,0.005047
725tRyZTUYoftV2n3nFokpwvCcJLCDZN9m9tvqmVoxfg,2000000000,2.000000000,2,1730043924,1730125489,0.005047
7AuvnTzBY55tWSWcAUnCqoMyYneCxyeZaNd13LMzD6yU,2000000000,2.000000000,1,1729992218,1729992218,0.005047
7D3pWHbKwEdhEyQpEBNWr5DNweJ3wsGcwoBMrHrB3YMq,2000000000,2.000000000,1,1730130272,1730130272,0.005047
7G94NjzS3eGgB7KcDA3MWWmrVAdoqSRfSgh4eMhqdAoR,2000000000,2.000000000,1,1730097577,1730097577,0.005047
7gTdfbM1ctVAEoNwtZwpbtJ3Egy7Kyzrux7dNFXRw8jz,2000000000,2.000000000,1,1730119730,1730119730,0.005047
7hzD2DzUBjxwUcYLbiBcryKA1kyRN7xxE6NsEhG9Xp3m,2000000000,2.000000000,1,1730094772,1730094772,0.005047
7jj63V4krtEz4V5oP9RspjiqaspNU8QscK1do2f4pka4,2000000000,2.000000000,1,1730119905,1730119905,0.005047
7kvwh9UZ5JK5foTppcguwaPm9gSduLsXva4oCAZtmEpy,2000000000,2.000000000,1,1730101108,1730101108,0.005047
7LRozup3ci57DcpePigfpyLv4zxSNdanccSMTkDmhjnd,2000000000,2.000000000,1,1729963837,1729963837,0.005047
7t6SV7XvR71dWJZFg2ZUAGbEoMVdk81fKkgoD1DzRVjr,2000000000,2.000000000,2,1730050321,1730088283,0.005047
83GZqmLZntsdTb2kJThanaqXMJCP1Jv66Fo1DqR7PhEB,2000000000,2.000000000,1,1730130988,1730130988,0.005047
87qbzCnyJzKbsmkEnsthSJWFw4aYkGtnw6B24mR3Uv8t,2000000000,2.000000000,1,1730129580,1730129580,0.005047
88MYEYLrCu5V2iy9PNnA2QdHUHwXyXR1bzMGPGKHpBe9,2000000000,2.000000000,1,1730130121,1730130121,0.005047
8AwnU3ELoJh7aumsPNReYdZsstEYXBx2xYXiMwq8xWHF,2000000000,2.000000000,1,1730127655,1730127655,0.005047
8cn5qaXMwMbBx26e3r72ghxxraNg1cnEdbJHBuJZ6fkm,2000000000,2.000000000,1,1730125862,1730125862,0.005047
8Fb34x44tw9We5S9T9cZPDq21J7UznPcL5iieSa3NqNh,2000000000,2.000000000,1,1729934429,1729934429,0.005047
8g8aLLtvAgSW5uj9NocRk1wTXWHp7Hzxdbo53KsJrEbf,2000000000,2.000000000,1,1730130074,1730130074,0.005047
8gPhugML8BZ2f46kHcXYws1Nm5AVqJ1gN726HktbtsP7,2000000000,2.000000000,1,1730128786,1730128786,0.005047
8h9EvBEeWzeVkdSYs9XCmoQNwWLiZm6538zGV48w1Vyk,2000000000,2.000000000,1,1730073221,1730073221,0.005047
8HEroyvfkDuBmbLDknjPdmZTmsyyqTxvWrzC5w5TnjxC,2000000000,2.000000000,1,1729992164,1729992164,0.005047
8JSE2bfqp861QrJbbANQmQvsP9r8zLYLpar4C9dmcSuC,2000000000,2.000000000,1,1730065697,1730065697,0.005047
8LjKGu5kdRJxLR8cBLwUCL24JkLGrjZe1C1iSgnZXqKB,2000000000,2.000000000,1,1730119163,1730119163,0.005047
8n9bz5tgZgYQXiUbkixhm4RLmAWturszX4ehJaXrK3QA,2000000000,2.000000000,1,1729895049,1729895049,0.005047
8pb6z9B8zs9VMgMQSjeLXsTpYj196jg6RCqv4zVc3bTq,2000000000,2.000000000,1,1730091695,1730091695,0.005047
8RouYzU1fLzupd54unVnR5TeZrSgR1nhWtCQ7Num8wnp,2000000000,2.000000000,2,1730131408,1730131437,0.005047
8rPEhBkAdx69hcvcPzJph5schVxnCr29McjCVbUWyETx,2000000000,2.000000000,1,1730129604,1730129604,0.005047
8rYVJCYLpxFRiA5ocKrmqPgK3wxELrweKk9abMZdEHDq,2000000000,2.000000000,1,1729938667,1729938667,0.005047
8sWzHE8vitpD4JFh2wbsFZK3z3B8pzcfXm3Dcsrk9jWP,2000000000,2.000000000,1,1729874835,1729874835,0.005047
8tVLPCThPWiAzdrJe65H2Xgoez9tpTqDKPsEs1yTXKJg,2000000000,2.000000000,1,1729906772,1729906772,0.005047
8ZHUMendu75q1eMaJUC7avbVVWzvB8tWdBNXHtSkgqJ3,2000000000,2.000000000,2,1730061165,1730062328,0.005047
9aJrnGDjxvaMva2avKPphKpzt3D9kcLtzj5yLPE8MzVp,2000000000,2.000000000,1,1730036858,1730036858,0.005047
9dc7qBYGjsTHvFXSdJytU8dGfukFBim4teCRbXTyYjpt,2000000000,2.000000000,2,1729899986,1730042868,0.005047
9hKCQEpWWuAFpknmK4K1FESN6GDdS9chc1uEpFi6wAJY,2000000000,2.000000000,1,1729923588,1729923588,0.005047
9hMdEP4e4mgZ21PyvL1zAia31GyhLMVHVipnWDBgWZFs,2000000000,2.000000000,1,1730127738,1730127738,0.005047
9iMA3GHV4k9gxutVSsywbZi3qeed96RUzBgcJJ7Dt48L,2000000000,2.000000000,1,1730131104,1730131104,0.005047
9JrfFdyRjfz3tXQxchX3rBEzusWkERM2WNYUnAKwWTJU,2000000000,2.000000000,1,1730128894,1730128894,0.005047
9jt2K9NCz3NXSwTSrWx4iVbzoaBUaHCpBCHCtDHYPZF,2000000000,2.000000000,1,1730116874,1730116874,0.005047
9kcSg4Dp8VNtPWrbV1Q6YNna35RECHhby22ZsgTJykBH,2000000000,2.000000000,1,1729881627,1729881627,0.005047
9KRoEvH827S17YHooUGzmC9RrTyoRa2UMmYxe9AeXeTo,2000000000,2.000000000,1,1730130418,1730130418,0.005047
9QdS69Db3pu1jXoiUJ6rX7cqeB9f3Adi9FFmbYysDJPy,2000000000,2.000000000,1,1730096812,1730096812,0.005047
9VbsL7pUMe9qGRZqgBDjtJipE6nqFzRvbcxvayzUmW3z,2000000000,2.000000000,1,1730128190,1730128190,0.005047
9YEDq7ZQuW71H6v7Jgsb65q6gJ9TGbiNNJ2gjL1qR8MB,2000000000,2.000000000,2,1730044098,1730130916,0.005047
9ZP4DqJmkTzFzgTyNo3g8BH3UotwLkYm8kwQMut2KtUE,2000000000,2.000000000,1,1729878044,1729878044,0.005047
A6DwNucvtTnCZMzUp6CWbDW2xW5SVio4f74vhW4BhFPD,2000000000,2.000000000,1,1729934365,1729934365,0.005047
A8CMpVWC2vEsC55ujxx2TEBtLoJdFw11zbPa9xv9CorX,2000000000,2.000000000,1,1729894697,1729894697,0.005047
Ad9hfmosjTzSoRpkNVdFVZK5TvowdxRv49ugt3Gqc6dx,2000000000,2.000000000,1,1730131121,1730131121,0.005047
AKfdD7Zd1SBR9mtyPcfRhpMD5bjsHAk1m4WaDxX3RBtj,2000000000,2.000000000,1,1730118098,1730118098,0.005047
AKwTvYBDVEApckoeCiwGm8fsB8TGiwD4MNf34VtZvnZc,2000000000,2.000000000,1,1730129048,1730129048,0.005047
AMPYuxoNftNcJ7UbKgtRMcCwGEPSPxN82z2whurA7wVr,2000000000,2.000000000,1,1730094854,1730094854,0.005047
An43qYSCrFLTiDKKAodTXEmmzMC7qgMNo55LvzYFgjGc,2000000000,2.000000000,1,1730117685,1730117685,0.005047
Aph5Fu2Rq7cFHuKEM1YB9wZTjkGmFgwrqRJv5xwEQqW1,2000000000,2.000000000,1,1730128584,1730128584,0.005047
ATBoD7ubtqEuTT49aPTvAtxv2CxHiBsEfynxWngSJcMc,2000000000,2.000000000,1,1730130934,1730130934,0.005047
AuoxnRHKNjSkZ8R48eAf8p4ZgnzKV5WY5SX8PfwgoErt,2000000000,2.000000000,1,1729988113,1729988113,0.005047
B4pr3JJBoRBkqY3cR6gpWcseFau4afb9hZt2TKwnm7kB,2000000000,2.000000000,1,1730070057,1730070057,0.005047
B4w6eJSqZJ34T3S95iAhCBB6Q4XsNKh6qjSPn4VS7Ktd,2000000000,2.000000000,1,1730082001,1730082001,0.005047
B65RAq8acazujs4M8zRFSpq9HUrEw6abNnBxLZgenz9c,2000000000,2.000000000,1,1730131161,1730131161,0.005047
B678DfbGjvJCam9NCPLPtaRXqiWWbVMYrwK8BgsYvqDT,2000000000,2.000000000,1,1730123836,1730123836,0.005047
B8FrbbfY3X18xjv34GtKGp3zVRDTKupGXNwfdn3yJBsR,2000000000,2.000000000,1,1729872995,1729872995,0.005047
BAk2xMpCDkfBGYneadpfz2pDYxbQXMdNUJYrd1pz9dzQ,2000000000,2.000000000,1,1729976924,1729976924,0.005047
BDJe91G3D2ttNNyCVs3Nfu5WcfGD47gUmuFLt7S8qnuE,2000000000,2.000000000,1,1730109119,1730109119,0.005047
BDv6zYibsz6zqTYk2q2LZmXzfJYaonUj5UEAdwpKgdL6,2000000000,2.000000000,1,1729875520,1729875520,0.005047
BL241nD23Y4fsUHn6iPqxxiLGf5ZS6eKSjDygiNUArX8,2000000000,2.000000000,1,1729890850,1729890850,0.005047
BM5aJnCi5czmyMQAdbsigeLgw5KpjVfBD375j5pXq95f,2000000000,2.000000000,1,1730114429,1730114429,0.005047
BNe1Z4H6z1oKkc53brKEiN4XkdP1kHhvmuQ15M7Hk1zR,2000000000,2.000000000,1,1730122082,1730122082,0.005047
Bt9izU7AgJbWWWz5WowwHaCTNmR9aAVVPQmLsykqQwUg,2000000000,2.000000000,1,1730079953,1730079953,0.005047
BtK9XY8zEsQfduB7Yswqd3imUaYYksD3UEYHp2L36RfM,2000000000,2.000000000,2,1730122926,1730130803,0.005047
BVemo4TY1AAqWFM4EUPvk56bosWSu7Wsty3bDY53nFYf,2000000000,2.000000000,1,1729872634,1729872634,0.005047
C2WLTn4cgnkeHrCaokuRnjyJai18rGUWnBj41M9Zfpys,2000000000,2.000000000,1,1730094793,1730094793,0.005047
C33R7b1QizXtWQ6YS8QD2j6Seb4vxp8ACeZRrhMS5Utv,2000000000,2.000000000,1,1730115936,1730115936,0.005047
C8QSwrsmAmnVS4HHS56bsVwdSJJqQQCRKhQymH4MyWKS,2000000000,2.000000000,1,1730057254,1730057254,0.005047
CD9cBRJPxm319WpLptutpdvf8B66vNfR9kmgwAEW4NE2,2000000000,2.000000000,1,1729872015,1729872015,0.005047
CDL5UokNZG8dv4itBE3moQmjn7hbtyXV6RucLoFwvMSj,2000000000,2.000000000,1,1730024308,1730024308,0.005047
Cdy7rPoRJSE2w8qcAesh4e9Upi2J9JM41Qcrq5Yj9CsR,2000000000,2.000000000,1,1729888328,1729888328,0.005047
ChEcobazXNCfxQpxJcgJKAR2i2muccgURCJSdUEcUc3R,2000000000,2.000000000,1,1730083172,1730083172,0.005047
Ci43ygU6WBW3X6rjnNPUxJVw5Gxxv9umGDSWBVHs5Xd5,2000000000,2.000000000,1,1730116729,1730116729,0.005047
CihoJUgzg8P2ckPuACyjViQRpbMAbcwqudwycj54wiH6,2000000000,2.000000000,1,1730095658,1730095658,0.005047
CjQ4oXHpSDnRhF7WHSoFhXWxc83Acxk7bzhMPxtnGJyb,2000000000,2.000000000,1,1730130265,1730130265,0.005047
CKnsugBrLUhb1ZiD4uRZeCW5awKc7dqP16gD3bPqxowH,2000000000,2.000000000,1,1730126303,1730126303,0.005047
CkoWrgjt29XvKhLXZZY8CD1DspnwLJszfP7sipwQeLz3,2000000000,2.000000000,1,1730041280,1730041280,0.005047
CmZJFxTo5nHfaDrKAGLcRhqz5L1b7fSLQKhYD93AVLPd,2000000000,2.000000000,1,1729889982,1729889982,0.005047
CnP33htGVwKHF4psPq57QnRpiNTgKW58RyceytoX78n2,2000000000,2.000000000,1,1729946389,1729946389,0.005047
Cq2WEUaSnZi6JxJZS9wgn17NDLS8LrK6gR4hS2VDxxJn,2000000000,2.000000000,1,1730130770,1730130770,0.005047
Cqvn5AW6a75uaLTUfnJvykujDSaNXBt5o7PfytiUuufu,2000000000,2.000000000,1,1730074373,1730074373,0.005047
CR5KozkT8mZv5wCaZHpzSQ1pH4v5HvDYAqX1FmneYfYL,2000000000,2.000000000,1,1729879369,1729879369,0.005047
